Mg2SiO3,,,,,,,Mg4SiO3,,,,,,Mg3SiO4,,,,
Energy,PDOS,,,,,,Energy,PDOS,,,,,Energy,PDOS,,,
eV,Mg 3s,Si 3p,O 2p,ISQ,,,eV,Mg 3s,Si 3p,O 2p,,,eV,Mg 3s,Si 3p,O 2p,ISQ
,,,,,,,,,,,,,,,,,
-27.71517,0.03339,0.07737,0.01888,0.01083,,,-33.35268,0.0241,0.07078,0.06194,,,-25.65365,0.13734,0.15013,0.06336,0.02822
-27.68117,0.03498,0.07474,0.019,0.01086,,,-33.31068,0.02602,0.07532,0.0635,,,-25.61865,0.1366,0.15288,0.06411,0.02804
-27.64717,0.03672,0.07232,0.01933,0.01103,,,-33.26768,0.02788,0.07973,0.06497,,,-25.58365,0.13538,0.15527,0.06522,0.02834
-27.61317,0.03855,0.07047,0.01991,0.01136,,,-33.22568,0.02967,0.084,0.06642,,,-25.54865,0.13382,0.1573,0.06662,0.029
-27.57917,0.0404,0.06948,0.02077,0.01188,,,-33.18268,0.0314,0.08781,0.06786,,,-25.51265,0.13224,0.15892,0.06817,0.02986
-27.54517,0.0422,0.06952,0.02192,0.01258,,,-33.14068,0.033,0.09041,0.06926,,,-25.47765,0.13068,0.1601,0.06971,0.03072
-27.51117,0.04396,0.07062,0.02333,0.01345,,,-33.09768,0.03435,0.09103,0.0704,,,-25.44265,0.12934,0.1609,0.07114,0.03142
-27.47717,0.04564,0.07283,0.02497,0.01451,,,-33.05568,0.03535,0.08899,0.07117,,,-25.40765,0.12822,0.16156,0.07238,0.03184
-27.44317,0.04732,0.0761,0.02685,0.01577,,,-33.01368,0.03595,0.08403,0.07137,,,-25.37165,0.12744,0.16262,0.07353,0.03198
-27.41017,0.04908,0.08036,0.02898,0.01729,,,-32.97068,0.03614,0.07657,0.07106,,,-25.33665,0.1271,0.16458,0.07472,0.03192
-27.37617,0.05108,0.08539,0.0314,0.01914,,,-32.92868,0.03598,0.06732,0.07029,,,-25.30165,0.12726,0.16802,0.07617,0.0318
-27.34217,0.05336,0.09089,0.03417,0.0214,,,-32.88568,0.03558,0.05732,0.06931,,,-25.26565,0.12792,0.17324,0.07802,0.0317
-27.30817,0.05588,0.09647,0.03728,0.02406,,,-32.84368,0.03497,0.04756,0.06822,,,-25.23065,0.12898,0.18012,0.08031,0.03174
-27.27417,0.0586,0.10167,0.04065,0.0271,,,-32.80068,0.0342,0.03873,0.06712,,,-25.19565,0.13018,0.18818,0.0829,0.03186
-27.24017,0.06128,0.10608,0.04412,0.0303,,,-32.75868,0.03325,0.03129,0.06598,,,-25.16065,0.13114,0.1966,0.08551,0.032
-27.20617,0.06376,0.10931,0.04746,0.03344,,,-32.71568,0.0321,0.02538,0.06472,,,-25.12465,0.13142,0.20452,0.08776,0.032
-27.17217,0.06568,0.11123,0.05039,0.0362,,,-32.67368,0.03074,0.02094,0.06337,,,-25.08965,0.13072,0.21122,0.08932,0.03168
-27.13817,0.06692,0.11183,0.05268,0.03828,,,-32.63068,0.02923,0.01772,0.06193,,,-25.05465,0.12896,0.21638,0.09007,0.03098
-27.10417,0.06724,0.11134,0.0542,0.03952,,,-32.58868,0.02768,0.01547,0.06055,,,-25.01965,0.12618,0.2201,0.08998,0.02986
-27.07017,0.06676,0.11007,0.05492,0.03988,,,-32.54568,0.0262,0.01394,0.05932,,,-24.98365,0.12274,0.22284,0.0893,0.02844
-27.03617,0.06564,0.10836,0.055,0.03948,,,-32.50368,0.02487,0.01289,0.05845,,,-24.94865,0.11896,0.22523,0.08837,0.02682
-27.00217,0.06428,0.1066,0.05467,0.03856,,,-32.46168,0.02372,0.01216,0.05784,,,-24.91365,0.1153,0.22787,0.08756,0.0252
-26.96817,0.06296,0.10504,0.05413,0.03736,,,-32.41868,0.0227,0.01158,0.05738,,,-24.87765,0.112,0.23111,0.08713,0.0237
-26.93417,0.06216,0.10398,0.05359,0.03608,,,-32.37668,0.02174,0.01107,0.05687,,,-24.84265,0.10918,0.23502,0.08725,0.02244
-26.90117,0.062,0.10363,0.05309,0.03484,,,-32.33368,0.02079,0.01059,0.05617,,,-24.80765,0.10692,0.23952,0.08795,0.02142
-26.86717,0.06256,0.10416,0.0526,0.03362,,,-32.29168,0.0198,0.01016,0.05525,,,-24.77265,0.10508,0.24444,0.08921,0.02068
-26.83317,0.06372,0.10577,0.05201,0.03232,,,-32.24868,0.0188,0.00979,0.0542,,,-24.73665,0.10368,0.24962,0.09096,0.0202
-26.79917,0.06516,0.10857,0.0513,0.03088,,,-32.20668,0.01784,0.00953,0.05318,,,-24.70165,0.1026,0.25505,0.09311,0.01995
-26.76517,0.06656,0.11268,0.05046,0.02936,,,-32.16368,0.01698,0.00937,0.05232,,,-24.66665,0.10174,0.26064,0.09556,0.0199
-26.73117,0.06776,0.11813,0.04968,0.0279,,,-32.12168,0.01625,0.00927,0.05174,,,-24.63165,0.10104,0.2663,0.09821,0.02
-26.69717,0.06852,0.12473,0.04923,0.02676,,,-32.07868,0.01564,0.00919,0.05144,,,-24.59565,0.10024,0.27172,0.10085,0.0202
-26.66317,0.06892,0.13222,0.04938,0.02622,,,-32.03668,0.01514,0.00904,0.05131,,,-24.56065,0.09926,0.27637,0.10329,0.0204
-26.62917,0.06916,0.14004,0.05038,0.02654,,,-31.99368,0.0147,0.00878,0.05132,,,-24.52565,0.09786,0.2797,0.1053,0.02058
-26.59517,0.06944,0.14766,0.05228,0.02778,,,-31.95168,0.01431,0.00842,0.0514,,,-24.49065,0.09592,0.28113,0.10673,0.02064
-26.56117,0.07008,0.15439,0.05498,0.02988,,,-31.90868,0.01396,0.00805,0.0515,,,-24.45465,0.09346,0.28044,0.10754,0.02058
-26.52717,0.07116,0.15974,0.05816,0.03256,,,-31.86668,0.01363,0.00775,0.05163,,,-24.41965,0.0906,0.27773,0.10775,0.02036
-26.49317,0.07268,0.16345,0.06143,0.03538,,,-31.82468,0.01333,0.0076,0.05186,,,-24.38465,0.0876,0.27346,0.10749,0.01997
-26.45917,0.07448,0.16562,0.06429,0.0379,,,-31.78168,0.01306,0.00765,0.05211,,,-24.34865,0.08472,0.26823,0.1069,0.01936
-26.42517,0.07628,0.16653,0.06633,0.0397,,,-31.73968,0.01278,0.00787,0.05237,,,-24.31365,0.08224,0.26263,0.10608,0.01855
-26.39117,0.07776,0.16671,0.0673,0.04044,,,-31.69668,0.01246,0.00815,0.0525,,,-24.27865,0.0803,0.25707,0.1051,0.01753
-26.35817,0.07868,0.16659,0.06708,0.04004,,,-31.65468,0.01206,0.00835,0.05224,,,-24.24365,0.07872,0.25171,0.10396,0.01637
-26.32417,0.07884,0.16644,0.06573,0.0385,,,-31.61168,0.01154,0.00832,0.05145,,,-24.20765,0.07742,0.24656,0.10264,0.01512
-26.29017,0.07828,0.16619,0.06343,0.03606,,,-31.56968,0.0109,0.00802,0.05004,,,-24.17265,0.07613,0.24165,0.1012,0.01388
-26.25617,0.07712,0.16566,0.06039,0.033,,,-31.52668,0.01022,0.00747,0.04825,,,-24.13765,0.0746,0.23711,0.09971,0.01276
-26.22217,0.07556,0.16445,0.05694,0.02962,,,-31.48468,0.00959,0.00683,0.04657,,,-24.10265,0.07274,0.23323,0.0983,0.01184
-26.18817,0.0738,0.16248,0.05332,0.02626,,,-31.44168,0.00915,0.00629,0.04563,,,-24.06665,0.07061,0.23037,0.09716,0.01117
-26.15417,0.07196,0.15999,0.04984,0.02316,,,-31.39968,0.00899,0.00602,0.04597,,,-24.03165,0.06827,0.22883,0.09646,0.01078
-26.12017,0.0702,0.15751,0.04681,0.02058,,,-31.35668,0.00914,0.00615,0.04782,,,-23.99665,0.06598,0.22862,0.09625,0.01063
-26.08617,0.06856,0.15596,0.04459,0.01874,,,-31.31468,0.0095,0.00665,0.05089,,,-23.96065,0.06378,0.2294,0.09649,0.01067
-26.05217,0.06716,0.15618,0.04346,0.01782,,,-31.27268,0.00992,0.00737,0.05441,,,-23.92565,0.06178,0.23061,0.09699,0.01081
-26.01817,0.06608,0.15875,0.04367,0.01792,,,-31.22968,0.01019,0.00807,0.05725,,,-23.89065,0.06004,0.23144,0.09753,0.01096
-25.98417,0.0654,0.16368,0.04526,0.01903,,,-31.18768,0.01014,0.0085,0.05823,,,-23.85565,0.05847,0.23132,0.09781,0.01103
-25.95017,0.06528,0.17039,0.04809,0.021,,,-31.14468,0.00965,0.00846,0.0567,,,-23.81965,0.05711,0.22983,0.09767,0.01097
-25.91617,0.06568,0.17771,0.05174,0.02354,,,-31.10268,0.00876,0.00796,0.05269,,,-23.78465,0.05592,0.22709,0.09704,0.01075
-25.88217,0.06652,0.18419,0.05563,0.02622,,,-31.05968,0.00764,0.00707,0.04711,,,-23.74965,0.05492,0.22353,0.09599,0.01038
-25.84917,0.06764,0.1885,0.05907,0.02854,,,-31.01768,0.00654,0.00608,0.04154,,,-23.71465,0.05415,0.2198,0.09466,0.00989
-25.81517,0.06864,0.18971,0.06134,0.03006,,,-30.97468,0.00573,0.00529,0.03778,,,-23.67865,0.05345,0.21658,0.09327,0.00932
-25.78117,0.06924,0.18754,0.06205,0.0305,,,-30.93268,0.0054,0.00496,0.03722,,,-23.64365,0.05278,0.21449,0.09195,0.00872
-25.74717,0.06908,0.18249,0.06098,0.02974,,,-30.88968,0.00562,0.00521,0.04035,,,-23.60865,0.05197,0.21384,0.09084,0.00812
-25.71317,0.068,0.17565,0.05836,0.0279,,,-30.84768,0.00627,0.00601,0.04642,,,-23.57365,0.05088,0.21478,0.08998,0.00759
-25.67917,0.06612,0.16831,0.05466,0.02532,,,-30.80468,0.0071,0.0071,0.05371,,,-23.53765,0.04943,0.2171,0.0894,0.00714
-25.64517,0.06368,0.16186,0.05055,0.02244,,,-30.76268,0.00781,0.00817,0.05991,,,-23.50265,0.04762,0.22044,0.08904,0.0068
-25.61117,0.06104,0.15713,0.04673,0.01971,,,-30.71968,0.00811,0.00888,0.06298,,,-23.46765,0.04552,0.22425,0.08894,0.00659
-25.57717,0.05864,0.15436,0.04378,0.01751,,,-30.67768,0.00787,0.00898,0.06181,,,-23.43165,0.04324,0.22788,0.08904,0.00651
-25.54317,0.05672,0.15332,0.04206,0.01607,,,-30.63568,0.00712,0.00846,0.05672,,,-23.39665,0.0409,0.23078,0.08932,0.00655
-25.50917,0.05544,0.15329,0.04166,0.01548,,,-30.59268,0.00606,0.00748,0.04928,,,-23.36165,0.03862,0.23256,0.08981,0.00668
-25.47517,0.0548,0.1535,0.04251,0.01569,,,-30.55068,0.00496,0.0064,0.04183,,,-23.32665,0.03653,0.23306,0.09049,0.00686
-25.44117,0.05468,0.15336,0.04436,0.01656,,,-30.50768,0.00408,0.00555,0.03664,,,-23.29065,0.0347,0.23248,0.09144,0.00705
-25.40717,0.05484,0.15255,0.04688,0.01787,,,-30.46568,0.00362,0.00524,0.03523,,,-23.25565,0.0332,0.23123,0.09263,0.00721
-25.37317,0.0552,0.15117,0.04984,0.01946,,,-30.42268,0.0036,0.00557,0.03787,,,-23.22065,0.03206,0.22976,0.09406,0.00729
-25.33917,0.05564,0.14954,0.05298,0.02114,,,-30.38068,0.00394,0.00644,0.0436,,,-23.18565,0.03124,0.22835,0.09561,0.00726
-25.30617,0.05604,0.1481,0.05619,0.02284,,,-30.33768,0.00445,0.0076,0.05048,,,-23.14965,0.03063,0.2271,0.09707,0.00712
-25.27217,0.0564,0.14722,0.05936,0.02444,,,-30.29568,0.0049,0.00867,0.0564,,,-23.11465,0.0301,0.22586,0.09814,0.00686
-25.23817,0.0566,0.14711,0.06237,0.02592,,,-30.25268,0.00511,0.00937,0.0596,,,-23.07965,0.02948,0.22433,0.09859,0.0065
-25.20417,0.05656,0.14775,0.06512,0.0272,,,-30.21068,0.005,0.00954,0.05948,,,-23.04465,0.02862,0.22219,0.09827,0.00607
-25.17017,0.05624,0.1489,0.06739,0.0282,,,-30.16768,0.00459,0.00924,0.05658,,,-23.00865,0.02746,0.21935,0.09711,0.0056
-25.13617,0.0554,0.15018,0.06895,0.0288,,,-30.12568,0.00399,0.00874,0.05244,,,-22.97365,0.02598,0.21583,0.09527,0.00514
-25.10217,0.054,0.15106,0.06954,0.02886,,,-30.08368,0.00337,0.00834,0.04883,,,-22.93865,0.02426,0.21192,0.09304,0.00472
-25.06817,0.05204,0.15119,0.06909,0.02838,,,-30.04068,0.00284,0.00834,0.04712,,,-22.90265,0.02242,0.20797,0.09079,0.00438
-25.03417,0.04952,0.15042,0.06761,0.02732,,,-29.99868,0.00248,0.00881,0.04783,,,-22.86765,0.02058,0.20443,0.0889,0.00412
-25.00017,0.04668,0.14884,0.06535,0.0258,,,-29.95568,0.00228,0.00972,0.05049,,,-22.83265,0.01888,0.20166,0.08767,0.00398
-24.96617,0.04376,0.1469,0.06265,0.024,,,-29.91368,0.00218,0.01083,0.054,,,-22.79765,0.01741,0.19986,0.08732,0.00393
-24.93217,0.04108,0.14517,0.06004,0.02214,,,-29.87068,0.00212,0.01188,0.05705,,,-22.76165,0.01623,0.19904,0.08785,0.00396
-24.89817,0.0389,0.14438,0.05805,0.02046,,,-29.82868,0.00202,0.01265,0.05853,,,-22.72665,0.01535,0.19904,0.08918,0.00405
-24.86417,0.03748,0.14517,0.05708,0.01912,,,-29.78568,0.00184,0.01298,0.05793,,,-22.69165,0.01475,0.19951,0.09109,0.00416
-24.83017,0.03695,0.14798,0.05742,0.01825,,,-29.74368,0.0016,0.01282,0.05517,,,-22.65665,0.01438,0.19985,0.09318,0.00423
-24.79617,0.0373,0.15296,0.05919,0.01787,,,-29.70068,0.00132,0.01222,0.05074,,,-22.62065,0.01416,0.19941,0.09503,0.00425
-24.76317,0.03843,0.15993,0.06225,0.01794,,,-29.65868,0.00103,0.01123,0.0452,,,-22.58565,0.01399,0.19762,0.0962,0.00419
-24.72917,0.04012,0.16849,0.0663,0.01836,,,-29.61568,7.6E-4,0.00993,0.0391,,,-22.55065,0.01377,0.19407,0.0963,0.00404
-24.69517,0.04204,0.17791,0.07096,0.019,,,-29.57368,5.5E-4,0.00843,0.03287,,,-22.51465,0.01341,0.18863,0.09511,0.00382
-24.66117,0.04388,0.18732,0.07574,0.01975,,,-29.53068,3.8E-4,0.00684,0.02678,,,-22.47965,0.01286,0.18151,0.09262,0.00355
-24.62717,0.04536,0.19579,0.0802,0.0205,,,-29.48868,2.6E-4,0.00526,0.02107,,,-22.44465,0.0121,0.17321,0.08909,0.00326
-24.59317,0.04628,0.20249,0.08399,0.02122,,,-29.44668,1.7E-4,0.00382,0.01588,,,-22.40965,0.01119,0.16438,0.08496,0.00297
-24.55917,0.04648,0.20687,0.0869,0.02184,,,-29.40368,1.1E-4,0.00262,0.01141,,,-22.37365,0.01018,0.15568,0.08079,0.00272
-24.52517,0.046,0.20866,0.08891,0.02236,,,-29.36168,7E-5,0.00168,0.00775,,,-22.33865,0.00918,0.1476,0.0771,0.00251
-24.49117,0.04488,0.20795,0.09008,0.02282,,,-29.31868,5E-5,0.00101,0.00496,,,-22.30365,0.00827,0.14046,0.07434,0.00235
-24.45717,0.04336,0.20525,0.09068,0.02324,,,-29.27668,3E-5,5.7E-4,0.00296,,,-22.26865,0.00752,0.13435,0.07268,0.00223
-24.42317,0.04156,0.20113,0.09089,0.02362,,,-29.23368,1E-5,2.9E-4,0.00166,,,-22.23265,0.00696,0.1292,0.07213,0.00213
-24.38917,0.03973,0.19619,0.0909,0.02394,,,-29.19168,1E-5,1.4E-4,8.5E-4,,,-22.19765,0.0066,0.12481,0.07247,0.00206
-24.35517,0.03792,0.19093,0.09074,0.0242,,,-29.14868,0,6E-5,4.2E-4,,,-22.16265,0.0064,0.12096,0.0734,0.00199
-24.32117,0.03624,0.1856,0.09033,0.02432,,,-29.10668,0,2E-5,1.8E-4,,,-22.12765,0.00633,0.11742,0.07448,0.00193
-24.28717,0.03468,0.1803,0.08956,0.02424,,,-29.06368,0,1E-5,7E-5,,,-22.09165,0.00633,0.11399,0.07542,0.00186
-24.25417,0.03327,0.17511,0.08828,0.02394,,,-29.02168,0,0,3E-5,,,-22.05665,0.00637,0.11053,0.07588,0.0018
-24.22017,0.03201,0.17017,0.08654,0.02336,,,-28.97868,0,0,1E-5,,,-22.02165,0.0064,0.10692,0.07562,0.00174
-24.18617,0.03092,0.16579,0.08448,0.02256,,,-28.93668,0,0,0,,,-21.98565,0.00641,0.10305,0.07455,0.00168
-24.15217,0.03005,0.16235,0.08237,0.0216,,,-28.89468,0,0,0,,,-21.95065,0.00638,0.09894,0.07266,0.00161
-24.11817,0.02943,0.16031,0.08056,0.0206,,,-28.85168,0,0,0,,,-21.91565,0.00629,0.09466,0.06999,0.00154
-24.08417,0.02909,0.15995,0.0794,0.01964,,,-28.80968,0,0,0,,,-21.88065,0.00612,0.09027,0.06673,0.00145
-24.05017,0.02902,0.16128,0.07902,0.01883,,,-28.76668,0,0,0,,,-21.84465,0.00587,0.08588,0.06317,0.00135
-24.01617,0.02916,0.16391,0.07944,0.01822,,,-28.72468,0,0,0,,,-21.80965,0.00554,0.08168,0.0596,0.00124
-23.98217,0.02938,0.16718,0.08044,0.01781,,,-28.68168,0,0,0,,,-21.77465,0.00514,0.0778,0.05632,0.00113
-23.94817,0.02955,0.1702,0.0817,0.01758,,,-28.63968,0,0,0,,,-21.73965,0.00471,0.07446,0.05365,0.00101
-23.91417,0.02951,0.17208,0.08279,0.01746,,,-28.59668,0,0,0,,,-21.70365,0.00428,0.07187,0.05183,9.1E-4
-23.88017,0.02913,0.17212,0.08334,0.01737,,,-28.55468,0,0,0,,,-21.66865,0.0039,0.07027,0.05102,8.3E-4
-23.84617,0.02835,0.16987,0.08317,0.01726,,,-28.51168,0,0,0,,,-21.63365,0.00359,0.06985,0.05126,7.7E-4
-23.81217,0.02718,0.16547,0.08222,0.01708,,,-28.46968,0,0,0,,,-21.59765,0.00337,0.07074,0.05249,7.3E-4
-23.77817,0.0257,0.1594,0.08068,0.01685,,,-28.42668,0,0,0,,,-21.56265,0.00324,0.07275,0.05443,7.2E-4
-23.74417,0.02409,0.15249,0.07889,0.01659,,,-28.38468,0,0,0,,,-21.52765,0.0032,0.07558,0.05677,7.3E-4
-23.71117,0.02249,0.14577,0.07723,0.01635,,,-28.34168,0,0,0,,,-21.49265,0.00321,0.07871,0.05908,7.5E-4
-23.67717,0.02106,0.14025,0.07611,0.01619,,,-28.29968,0,0,0,,,-21.45665,0.00326,0.08153,0.061,7.9E-4
-23.64317,0.01992,0.13678,0.0758,0.01615,,,-28.25768,0,0,0,,,-21.42165,0.00331,0.08354,0.06223,8.3E-4
-23.60917,0.0191,0.13586,0.07645,0.01625,,,-28.21468,0,0,0,,,-21.38665,0.00334,0.08442,0.06269,8.6E-4
-23.57517,0.01861,0.13769,0.07808,0.01646,,,-28.17268,0,0,0,,,-21.35165,0.00335,0.0842,0.0623,8.9E-4
-23.54117,0.0184,0.14202,0.08051,0.01676,,,-28.12968,0,0,0,,,-21.31565,0.00331,0.08305,0.06121,9.1E-4
-23.50717,0.01838,0.14834,0.08346,0.01707,,,-28.08768,0,0,0,,,-21.28065,0.00321,0.08125,0.0596,9.1E-4
-23.47317,0.01847,0.15574,0.08658,0.01734,,,-28.04468,0,0,0,,,-21.24565,0.00306,0.07918,0.05765,8.8E-4
-23.43917,0.01856,0.16326,0.08951,0.0175,,,-28.00268,0,0,0,,,-21.21065,0.00284,0.07703,0.05558,8.4E-4
-23.40517,0.01854,0.16978,0.09189,0.0175,,,-27.95968,0,0,0,,,-21.17465,0.00258,0.07489,0.05354,7.8E-4
-23.37117,0.01833,0.17443,0.09343,0.01729,,,-27.91768,0,0,0,,,-21.13965,0.00229,0.07275,0.05166,7.2E-4
-23.33717,0.01785,0.17653,0.0939,0.01687,,,-27.87468,0,0,0,,,-21.10465,0.002,0.07064,0.05016,6.5E-4
-23.30317,0.01709,0.17582,0.09317,0.01621,,,-27.83268,0,0,0,,,-21.06865,0.00173,0.06864,0.04917,5.9E-4
-23.26917,0.01606,0.17246,0.09127,0.01535,,,-27.78968,0,0,0,,,-21.03365,0.00151,0.06691,0.04882,5.4E-4
-23.23517,0.01484,0.16692,0.08838,0.01429,,,-27.74768,0,0,0,,,-20.99865,0.00135,0.06563,0.04913,5.1E-4
-23.20117,0.01352,0.15988,0.0847,0.01311,,,-27.70568,0,0,0,,,-20.96365,0.00125,0.06493,0.05001,4.9E-4
-23.16817,0.01219,0.15212,0.08057,0.01185,,,-27.66268,0,0,0,,,-20.92765,0.0012,0.06471,0.05125,4.9E-4
-23.13417,0.01096,0.14437,0.07625,0.01058,,,-27.62068,0,0,0,,,-20.89265,0.0012,0.06479,0.05249,5E-4
-23.10017,0.00987,0.13703,0.07201,0.00937,,,-27.57768,0,0,0,,,-20.85765,0.00121,0.06475,0.05341,5.2E-4
-23.06617,0.00894,0.13045,0.06806,0.00828,,,-27.53568,0,0,0,,,-20.82265,0.00122,0.06427,0.05366,5.5E-4
-23.03217,0.00817,0.12472,0.06449,0.00737,,,-27.49268,0,0,0,,,-20.78665,0.00122,0.06299,0.0531,5.7E-4
-22.99817,0.00754,0.11987,0.0615,0.00668,,,-27.45068,0,0,0,,,-20.75165,0.0012,0.06081,0.05165,5.8E-4
-22.96417,0.00701,0.11594,0.05919,0.00627,,,-27.40768,0,0,0,,,-20.71665,0.00116,0.05775,0.04942,5.7E-4
-22.93017,0.00659,0.11291,0.05771,0.00615,,,-27.36568,0,0,0,,,-20.68165,0.0011,0.05404,0.04655,5.6E-4
-22.89617,0.00625,0.11095,0.05715,0.00633,,,-27.32268,0,0,0,,,-20.64565,0.00101,0.0499,0.04335,5.2E-4
-22.86217,0.00601,0.11002,0.05757,0.00679,,,-27.28068,0,0,0,,,-20.61065,9E-4,0.0457,0.04009,4.8E-4
-22.82817,0.00585,0.11014,0.05887,0.00748,,,-27.23768,0,0,0,,,-20.57565,7.9E-4,0.04166,0.03703,4.2E-4
-22.79417,0.00576,0.1111,0.06083,0.00831,,,-27.19568,0,0,0,,,-20.53965,6.7E-4,0.0381,0.03445,3.7E-4
-22.76017,0.00572,0.11255,0.06308,0.00918,,,-27.15268,0,0,0,,,-20.50465,5.7E-4,0.03521,0.03261,3.2E-4
-22.72617,0.00569,0.11396,0.06512,0.00996,,,-27.11068,0,0,0,,,-20.46965,4.9E-4,0.03317,0.03165,2.9E-4
-22.69217,0.00562,0.11481,0.06654,0.01055,,,-27.06868,0,0,0,,,-20.43465,4.4E-4,0.032,0.0316,2.7E-4
-22.65917,0.00549,0.11466,0.06692,0.01084,,,-27.02568,0,0,0,,,-20.39865,4.1E-4,0.03162,0.03231,2.6E-4
-22.62517,0.00526,0.11315,0.06605,0.0108,,,-26.98368,0,0,0,,,-20.36365,4E-4,0.03179,0.03354,2.7E-4
-22.59117,0.00494,0.1103,0.06393,0.01043,,,-26.94068,0,0,0,,,-20.32865,4.2E-4,0.03217,0.03487,2.8E-4
-22.55717,0.00454,0.10624,0.06079,0.00975,,,-26.89868,0,0,0,,,-20.29365,4.3E-4,0.0324,0.03591,2.9E-4
-22.52317,0.00408,0.10137,0.057,0.00887,,,-26.85568,0,0,0,,,-20.25765,4.5E-4,0.03217,0.03632,3E-4
-22.48917,0.00362,0.09613,0.05301,0.00787,,,-26.81368,0,0,0,,,-20.22265,4.5E-4,0.03131,0.03591,3E-4
-22.45517,0.00318,0.09098,0.0492,0.00686,,,-26.77068,0,0,0,,,-20.18765,4.4E-4,0.02985,0.03469,3E-4
-22.42117,0.00279,0.08632,0.04592,0.00592,,,-26.72868,0,0,0,,,-20.15165,4.2E-4,0.02797,0.03285,2.9E-4
-22.38717,0.00247,0.08235,0.04336,0.00512,,,-26.68568,0,0,0,,,-20.11665,3.8E-4,0.02591,0.03065,2.7E-4
-22.35317,0.00223,0.07925,0.04156,0.00449,,,-26.64368,0,0,0,,,-20.08165,3.4E-4,0.02397,0.02841,2.5E-4
-22.31917,0.00206,0.07708,0.04052,0.00405,,,-26.60068,0,0,0,,,-20.04665,3E-4,0.02234,0.02639,2.3E-4
-22.28517,0.00195,0.07587,0.04019,0.00379,,,-26.55868,0,0,0,,,-20.01065,2.5E-4,0.0211,0.02473,2.1E-4
-22.25117,0.00189,0.07556,0.0405,0.00371,,,-26.51668,0,0,0,,,-19.97565,2.2E-4,0.02024,0.02352,1.9E-4
-22.21717,0.00188,0.07612,0.04142,0.0038,,,-26.47368,0,0,0,,,-19.94065,1.8E-4,0.01968,0.02273,1.6E-4
-22.18317,0.0019,0.07745,0.04292,0.00406,,,-26.43168,0,0,0,,,-19.90565,1.6E-4,0.01927,0.02235,1.4E-4
-22.14917,0.00194,0.07944,0.04494,0.00445,,,-26.38868,0,0,0,,,-19.86965,1.4E-4,0.01892,0.02228,1.3E-4
-22.11617,0.002,0.08188,0.04741,0.00498,,,-26.34668,0,0,0,,,-19.83465,1.3E-4,0.01856,0.02244,1.2E-4
-22.08217,0.00207,0.08452,0.05016,0.00559,,,-26.30368,0,0,0,,,-19.79965,1.3E-4,0.01817,0.02277,1.1E-4
-22.04817,0.00215,0.08704,0.05293,0.00624,,,-26.26168,0,0,0,,,-19.76465,1.3E-4,0.01771,0.02315,1.1E-4
-22.01417,0.00223,0.08916,0.05541,0.00685,,,-26.21868,0,0,0,,,-19.72865,1.3E-4,0.0172,0.02346,1.2E-4
-21.98017,0.00229,0.0905,0.05728,0.00735,,,-26.17668,0,0,0,,,-19.69365,1.4E-4,0.01657,0.02356,1.3E-4
-21.94617,0.00232,0.09081,0.05821,0.00767,,,-26.13368,0,0,0,,,-19.65865,1.4E-4,0.01576,0.02329,1.4E-4
-21.91217,0.00232,0.08976,0.05796,0.00775,,,-26.09168,0,0,0,,,-19.62265,1.4E-4,0.01476,0.02253,1.4E-4
-21.87817,0.00226,0.08729,0.05645,0.00757,,,-26.04868,0,0,0,,,-19.58765,1.4E-4,0.0135,0.02124,1.4E-4
-21.84417,0.00216,0.08338,0.05381,0.00715,,,-26.00668,0,0,0,,,-19.55265,1.3E-4,0.01207,0.01948,1.4E-4
-21.81017,0.00202,0.07831,0.05028,0.00654,,,-25.96368,0,0,0,,,-19.51765,1.2E-4,0.01056,0.01742,1.5E-4
-21.77617,0.00184,0.07241,0.04632,0.00582,,,-25.92168,0,0,0,,,-19.48165,1.2E-4,0.00909,0.01533,1.7E-4
-21.74217,0.00167,0.06632,0.0424,0.00508,,,-25.87968,0,0,0,,,-19.44665,1.2E-4,0.00786,0.0135,2.3E-4
-21.70817,0.0015,0.06059,0.03901,0.00439,,,-25.83668,0,0,0,,,-19.41165,1.6E-4,0.00699,0.01218,3.6E-4
-21.67417,0.00135,0.05588,0.03654,0.00383,,,-25.79468,0,0,0,,,-19.37665,2.3E-4,0.00655,0.01157,6E-4
-21.64017,0.00125,0.05263,0.03521,0.00342,,,-25.75168,0,0,0,,,-19.34065,3.6E-4,0.00652,0.01177,0.00102
-21.60617,0.00118,0.05113,0.03506,0.00318,,,-25.70968,0,0,0,,,-19.30565,5.8E-4,0.00686,0.0128,0.00168
-21.57317,0.00115,0.05134,0.03594,0.00309,,,-25.66668,0,0,0,,,-19.27065,9E-4,0.0074,0.01455,0.00264
-21.53917,0.00115,0.05303,0.03755,0.00313,,,-25.62468,0,0,0,,,-19.23465,0.00134,0.00796,0.01684,0.00398
-21.50517,0.00118,0.05572,0.03952,0.00327,,,-25.58168,0,0,2E-5,,,-19.19965,0.00191,0.00843,0.01946,0.00572
-21.47117,0.00122,0.05881,0.04148,0.00347,,,-25.53968,0,0,5E-5,,,-19.16465,0.00262,0.00865,0.02219,0.00786
-21.43717,0.00125,0.06175,0.0431,0.00372,,,-25.49668,1E-5,1E-5,1.6E-4,,,-19.12965,0.00344,0.00856,0.02486,0.01035
